,Name,Ea (eV),Ea_err (+/-),ext_D (cm^2/s),D_err_from,D_err_to,ext_c (mS/cm),c_err_from,c_err_to
0,Li6PS5Cl_2a2c,0.16046722112037934,0.005263126887180489,8.025847723287951e-07,6.466636364395345e-07,9.961010337934682e-07,114.67270541341173,92.39481141391177,142.3221625283945
