,Name,Ea (eV),Ea_err (+/-),ext_D (cm^2/s),D_err_from,D_err_to,ext_c (mS/cm),c_err_from,c_err_to
0,Li23_I_1340,0.23650106756848857,0.004610403637525107,7.217353598889343e-08,5.963755729084623e-08,8.734461191521048e-08,9.678095367935457,7.9970858994679785,11.712457653741724
