,Name,Ea (eV),Ea_err (+/-),ext_D (cm^2/s),D_err_from,D_err_to,ext_c (mS/cm),c_err_from,c_err_to
0,GeSBr_c00001,0.17001031374999961,0.006042757131511215,5.145516057675358e-07,3.9635869123098276e-07,6.679892755111949e-07,80.62972467654035,62.109012563350404,104.6732548643179
