,Name,Ea (eV),Ea_err (+/-),ext_D (cm^2/s),D_err_from,D_err_to,ext_c (mS/cm),c_err_from,c_err_to
0,SnSeBr_c00003,0.27530370848966396,0.015065274776744911,5.7868358961559664e-08,3.141514458649429e-08,1.0659657986560995e-07,7.390748635681374,4.0122346850477895,13.614150139170004
