,Name,Ea (eV),Ea_err (+/-),ext_D (cm^2/s),D_err_from,D_err_to,ext_c (mS/cm),c_err_from,c_err_to
0,SiSBr_c00004,0.21783070398385343,0.00966905811614586,1.7826161771877397e-07,1.2050893522650478e-07,2.636916863632301e-07,28.880479844857675,19.523865650231837,42.72115630232919
