,Name,Ea (eV),Ea_err (+/-),ext_D (cm^2/s),D_err_from,D_err_to,ext_c (mS/cm),c_err_from,c_err_to
0,PTeCl_c00004,0.19850115661089962,0.025015983821779067,4.4795549044340205e-07,1.496558159115848e-07,1.3408374422076542e-06,43.64219750351039,14.580262581662872,130.63148844320642
