,Name,Ea (eV),Ea_err (+/-),ext_D (cm^2/s),D_err_from,D_err_to,ext_c (mS/cm),c_err_from,c_err_to
0,GeSI_c00006,0.22159888376672235,0.006763936557860335,1.1955462345723645e-07,9.021619799830113e-08,1.584339432068591e-07,18.63518173644856,14.06215164795459,24.695367184507507
