,Name,Ea (eV),Ea_err (+/-),ext_D (cm^2/s),D_err_from,D_err_to,ext_c (mS/cm),c_err_from,c_err_to
0,GeSCl_c00002,0.2241966512923523,0.01131692612689978,1.6500738192744702e-07,1.037288467400142e-07,2.6248663651677506e-07,26.362330034324753,16.57219246738008,41.93605922732384
