,Name,Ea (eV),Ea_err (+/-),ext_D (cm^2/s),D_err_from,D_err_to,ext_c (mS/cm),c_err_from,c_err_to
0,SnSBr_c00006,0.19160088779603035,0.006698895048779402,3.1158440835949787e-07,2.3421010952774835e-07,4.1452029431392284e-07,46.272835313585404,34.7821185405728,61.55965702493219
