,Name,Ea (eV),Ea_err (+/-),ext_D (cm^2/s),D_err_from,D_err_to,ext_c (mS/cm),c_err_from,c_err_to
0,PSeCl_c00001,0.334614004396047,0.010806843085854168,6.923394193318113e-09,4.439281732882233e-09,1.079755465867896e-08,0.8030000635659281,0.5148838003665734,1.2523390746180214
