,Name,Ea (eV),Ea_err (+/-),ext_D (cm^2/s),D_err_from,D_err_to,ext_c (mS/cm),c_err_from,c_err_to
0,Li6PS5I_2c_2,0.2263285338401447,0.00794830999856914,1.2812332875093742e-07,9.271841783093773e-08,1.7704775118308078e-07,16.679421318448156,12.07031982433419,23.048527260846523
