,Name,Ea (eV),Ea_err (+/-),ext_D (cm^2/s),D_err_from,D_err_to,ext_c (mS/cm),c_err_from,c_err_to
0,Li23P4S19Cl5,0.2290412975454927,0.007201229088229443,1.1227373249138872e-07,8.385962567831894e-08,1.503153741217678e-07,14.744083997304656,11.012668213185966,19.73981315983776
