,Name,Ea (eV),Ea_err (+/-),ext_D (cm^2/s),D_err_from,D_err_to,ext_c (mS/cm),c_err_from,c_err_to
0,GeSCl_c00004,0.1871262634758941,0.006783723547375813,3.9530915321628214e-07,2.987961390135198e-07,5.229964722184822e-07,63.362507567358875,47.89282632416912,83.82899221793345
