,Name,Ea (eV),Ea_err (+/-),ext_D (cm^2/s),D_err_from,D_err_to,ext_c (mS/cm),c_err_from,c_err_to
0,SiSI_c00003,0.21669168774281627,0.009526671056362698,1.683504440065063e-07,1.1374007684400496e-07,2.491810519528558e-07,26.340662489488125,17.796145376133317,38.98768445191695
