num_of_li,poly_anion,chalcogen,anion_1,anion_2,x_in_a,chal_in_a,x_in_c,chal_in_c,energy(ev),erel(mev/atom),cage_size_x_in_a,cage_size_chal_in_a,cage_size_x_in_c,cage_size_chal_in_c,std_cage_size,avg_cage_size,volume,conductivity,conductivity_min,conductivity_max
28,Sn,S,S,I,0,1,1,0,-219.3699846,1.095289038,2.514137625,2.514137625,2.951975187,2.951975187,0.218918781,2.733056406,1184.4506,115.42868,78.102618,170.593259
28,Si,S,S,I,1,0,0,1,-231.1568239,0,3.014609866,3.014609866,2.49845356,2.49845356,0.258078153,2.756531713,1109.309362,17.05478,11.083134,26.243976
28,Si,S,S,I,0.75,0.25,0.25,0.75,-230.9619153,3.748243269,3.024064732,2.643425167,2.954673296,2.507497811,0.213872128,2.782415252,1102.351577,27.913818,22.678206,34.358152
28,Si,S,S,I,0.5,0.5,0.5,0.5,-230.1634077,19.10415885,2.960290761,2.575911834,2.928089715,2.470659422,0.214019964,2.733737933,1109.077378,26.340662,17.796145,38.987684
28,Si,S,S,I,0.5,0.5,0.5,0.5,-230.4564656,13.46842846,3.023414172,2.545363611,2.942350141,2.48220322,0.237346758,2.748332786,1120.940136,23.570271,18.963521,29.296123
28,Si,S,S,I,0.25,0.75,0.75,0.25,-230.3199629,16.09348115,2.863911703,2.534544352,2.960238207,2.429282912,0.220917488,2.696994293,1089.917939,52.763707,28.760818,96.798664
28,Si,S,S,I,0,1,1,0,-229.9449844,23.30460519,2.500805318,2.500805318,2.895299009,2.895299009,0.197246846,2.698052164,1112.622191,46.88069,36.340853,60.477368
29,Si,Te,Te,Te,0,1,0,1,,,2.973801648,2.973801648,2.995685079,2.995685079,0.010941716,2.984743363,1547.380496,185.039649,159.306152,214.930004
29,Si,Se,Se,Se,0,1,0,1,,,2.775606142,2.775606142,2.804779232,2.804779232,0.014586545,2.790192687,1234.984094,188.947413,163.630035,218.181979
29,Ge,Se,Se,Se,0,1,0,1,,,2.760836485,2.760836485,2.834518093,2.834518093,0.036840804,2.797677289,1263.068493,234.388641,149.422386,367.669372
23,P,S,S,Cl,1,0,0.25,0.75,-211.787525,2.703,2.814904376,2.814904376,2.472211944,2.501467074,0.155111755,2.596194465,1085.43694,15,11,20
23,P,S,S,Cl,0.75,0.25,0.5,0.5,-211.925402,0,2.747393172,2.576559137,2.532842175,2.464588428,0.10437376,2.580345728,998.1902893,52,37,73
23,P,S,S,Cl,0.5,0.5,0.75,0.25,-211.497359,8.393,2.606448473,2.525807602,2.617562344,2.473812273,0.059163629,2.555907673,1004.239129,69,53,88
23,P,S,S,Cl,0.25,0.75,1,0,-210.417606,29.565,2.515668741,2.524373902,2.652085255,2.652085255,0.06235689,2.564042633,1026.493021,71,55,91
22,P,S,S,Cl,1,0,0.5,0.5,-207.201499,8.452,2.79314272,2.79314272,2.601688633,2.451005833,0.140006993,2.615279062,1045.443644,40,30,53
22,P,S,S,Cl,0.75,0.25,0.75,0.25,-207.624099,0,2.670286281,2.548892789,2.579213399,2.433327882,0.084682165,2.557930088,970.2769146,64,52,78
22,P,S,S,Cl,0.5,0.5,1,0,-207.236233,7.757,2.639184043,2.437692802,2.682484255,2.682484255,0.106664835,2.5864537,977.8260069,69,55,87
21,P,S,S,Cl,1,0,0.75,0.25,-202.640742,6.648,2.72341648,2.72341648,2.554249117,2.437346128,0.117435634,2.571670575,978.3846566,139,108,181
21,P,S,S,Cl,0.75,0.25,1,0,-202.9665,0,2.542218407,2.46337236,2.614287484,2.614287484,0.061631545,2.539959417,971.01276,147,103,210
20,P,S,Cl,Cl,1,0,1,0,,,2.631215153,2.631215153,2.564892177,2.564892177,0.033161488,2.598053665,1017.316581,78,61,100
23,P,S,S,Br,1,0,0.25,0.75,-208.587217,0,2.897464336,2.897464336,2.629863369,2.417552906,0.196355966,2.648293537,1099.761672,3,2.3,4
23,P,S,S,Br,0.75,0.25,0.5,0.5,-208.560777,0.518,2.740775891,2.550318433,2.663422671,2.482333631,0.099767764,2.609212656,1035.186565,30,24,37
23,P,S,S,Br,0.5,0.5,0.75,0.25,-208.011659,11.285,2.808318152,2.585847117,2.751542541,2.484487795,0.129090534,2.657548901,1029.386999,65,52,82
23,P,S,S,Br,0.25,0.75,1,0,-207.6397,18.578,2.571991773,2.44291568,2.766187888,2.766187888,0.132864881,2.593698447,1017.436691,34,27,43
22,P,S,S,Br,1,0,0.5,0.5,-203.391965,0,2.846184273,2.846184273,2.647591963,2.463219847,0.156380495,2.652332028,1071.595207,24,18,2
22,P,S,S,Br,0.75,0.25,0.75,0.25,-203.077576,6.287,2.730923059,2.653885007,2.720436595,2.461035179,0.108337886,2.64156996,1038.715156,77,57,104
22,P,S,S,Br,0.5,0.5,1,0,-202.991615,8.007,2.706760468,2.479993697,2.763164604,2.763164604,0.122379355,2.649972923,1023.021192,43,32,58
21,P,S,S,Br,1,0,0.75,0.25,-197.79475,0.877,2.772213781,2.772213781,2.659268671,2.445690003,0.135396629,2.625724151,1042.778746,54,45,66
21,P,S,S,Br,0.75,0.25,1,0,-197.837736,0,2.708694842,2.532321783,2.689651198,2.689651198,0.079037728,2.643555941,1028.99822,96,76,122
20,P,S,Br,Br,1,0,1,0,-192.789884,,2.712886506,2.712886506,2.627271641,2.627271641,0.042807433,2.670079073,1024.151579,117,89,154
23,P,S,S,I,1,0,0.25,0.75,-205.003949,0,3.06186949,3.06186949,2.739284677,2.420659562,0.261774521,2.740604576,1105.192196,0.02,0.01,0.03
23,P,S,S,I,0.75,0.25,0.5,0.5,-204.525147,9.388275098,2.988977615,2.583625014,2.877227037,2.443022556,0.21928443,2.723213056,1097.347188,22,17,28
23,P,S,S,I,0.5,0.5,0.75,0.25,-203.9785477,20.10590804,2.929677669,2.518954831,2.935895386,2.500857472,0.211548399,2.721346339,1079.100648,30,20,46
23,P,S,S,I,0.25,0.75,1,0,-203.1653074,36.05179627,2.67822502,2.417616406,2.949141638,2.949141638,0.217007868,2.681661021,1062.997686,10,8,12
22,P,S,S,I,1,0,0.5,0.5,-198.666165,0,3.047753892,3.047753892,2.783277967,2.425514985,0.254977804,2.752182281,1112.092732,5.3,4.1,6.8
22,P,S,S,I,0.75,0.25,0.75,0.25,-198.216626,8.99,3.010762306,2.577086801,2.84242513,2.412596658,0.23135848,2.710717724,1099.706111,28,22,34
22,P,S,S,I,0.5,0.5,1,0,-197.97713,13.78,2.863869106,2.426769604,2.894758284,2.894758284,0.213703721,2.728465665,1091.244845,36,26,49
21,P,S,S,I,1,0,0.75,0.25,-192.319722,0,2.986521372,2.986521372,2.805292952,2.423714387,0.234567603,2.73850957,1114.791049,29,21,40
21,P,S,S,I,0.75,0.25,1,0,-191.918789,8.182,2.877692209,2.457913769,2.901326486,2.901326486,0.203684766,2.745644154,1121.956076,91,64,127
20,P,S,S,I,1,0,1,0,-185.749307,,2.887831554,2.887831554,2.833877195,2.833877195,0.026977179,2.860854374,1131.511526,65,55,76
