,Name,Ea (eV),Ea_err (+/-),ext_D (cm^2/s),D_err_from,D_err_to,ext_c (mS/cm),c_err_from,c_err_to
0,GeSeBr_c00002,0.1855049937274025,0.007836952850351393,5.284934259034547e-07,3.815329790192774e-07,7.320607040081276e-07,73.41324952940181,52.998910524868165,101.69086785165803
