,Name,Ea (eV),Ea_err (+/-),ext_D (cm^2/s),D_err_from,D_err_to,ext_c (mS/cm),c_err_from,c_err_to
0,Li22PS4S18Br6,0.2113967451059274,0.0069378658990252645,1.8764812076200609e-07,1.409731807540247e-07,2.4977670956400793e-07,23.875503272801264,17.936793743534306,31.78046559937874
